"","leftJoinDf.elevation","leftJoinDf.elevation.1","leftJoinDf.elevation.2","leftJoinDf.elevation.3","leftJoinDf.elevation.4","leftJoinDf.elevation.5","leftJoinDf.elevation.6","leftJoinDf.elevation.7","leftJoinDf.elevation.8","leftJoinDf.elevation.9","leftJoinDf.elevation.10","leftJoinDf.elevation.11"
"8709",824,824,824,824,824,824,824,824,824,824,824,824
"8710",824,824,824,824,824,824,824,824,824,824,824,824
"8711",824,824,824,824,824,824,824,824,824,824,824,824
"8712",824,824,824,824,824,824,824,824,824,824,824,824
"8713",824,824,824,824,824,824,824,824,824,824,824,824
"8714",824,824,824,824,824,824,824,824,824,824,824,824
"8715",824,824,824,824,824,824,824,824,824,824,824,824
"8716",824,824,824,824,824,824,824,824,824,824,824,824
"8717",824,824,824,824,824,824,824,824,824,824,824,824
"8718",824,824,824,824,824,824,824,824,824,824,824,824
"8719",824,824,824,824,824,824,824,824,824,824,824,824
"8720",824,824,824,824,824,824,824,824,824,824,824,824
"8721",824,824,824,824,824,824,824,824,824,824,824,824
"8722",824,824,824,824,824,824,824,824,824,824,824,824
"8723",824,824,824,824,824,824,824,824,824,824,824,824
"8724",824,824,824,824,824,824,824,824,824,824,824,824
"8725",824,824,824,824,824,824,824,824,824,824,824,824
"8726",824,824,824,824,824,824,824,824,824,824,824,824
"8727",3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064,3064
"8728",94,94,94,94,94,94,94,94,94,94,94,94
"8729",94,94,94,94,94,94,94,94,94,94,94,94
"8730",94,94,94,94,94,94,94,94,94,94,94,94
"8731",94,94,94,94,94,94,94,94,94,94,94,94
"8732",94,94,94,94,94,94,94,94,94,94,94,94
"8733",94,94,94,94,94,94,94,94,94,94,94,94
"8734",94,94,94,94,94,94,94,94,94,94,94,94
"8735",94,94,94,94,94,94,94,94,94,94,94,94
"8736",94,94,94,94,94,94,94,94,94,94,94,94
"8737",94,94,94,94,94,94,94,94,94,94,94,94
"8738",94,94,94,94,94,94,94,94,94,94,94,94
"8739",94,94,94,94,94,94,94,94,94,94,94,94
"8740",94,94,94,94,94,94,94,94,94,94,94,94
"8741",94,94,94,94,94,94,94,94,94,94,94,94
"8742",94,94,94,94,94,94,94,94,94,94,94,94
"8743",94,94,94,94,94,94,94,94,94,94,94,94
"8744",94,94,94,94,94,94,94,94,94,94,94,94
"8745",94,94,94,94,94,94,94,94,94,94,94,94
"8746",94,94,94,94,94,94,94,94,94,94,94,94
"8747",94,94,94,94,94,94,94,94,94,94,94,94
"8748",94,94,94,94,94,94,94,94,94,94,94,94
"8749",94,94,94,94,94,94,94,94,94,94,94,94
"8750",94,94,94,94,94,94,94,94,94,94,94,94
"8751",94,94,94,94,94,94,94,94,94,94,94,94
"8752",94,94,94,94,94,94,94,94,94,94,94,94
"8753",94,94,94,94,94,94,94,94,94,94,94,94
"8754",94,94,94,94,94,94,94,94,94,94,94,94
"8755",94,94,94,94,94,94,94,94,94,94,94,94
"8756",94,94,94,94,94,94,94,94,94,94,94,94
"8757",94,94,94,94,94,94,94,94,94,94,94,94
"8758",94,94,94,94,94,94,94,94,94,94,94,94
"8759",94,94,94,94,94,94,94,94,94,94,94,94
"8760",94,94,94,94,94,94,94,94,94,94,94,94
"8761",94,94,94,94,94,94,94,94,94,94,94,94
"8762",94,94,94,94,94,94,94,94,94,94,94,94
"8763",94,94,94,94,94,94,94,94,94,94,94,94
"8764",94,94,94,94,94,94,94,94,94,94,94,94
"8765",94,94,94,94,94,94,94,94,94,94,94,94
"8766",94,94,94,94,94,94,94,94,94,94,94,94
"8767",94,94,94,94,94,94,94,94,94,94,94,94
"8768",94,94,94,94,94,94,94,94,94,94,94,94
"8769",94,94,94,94,94,94,94,94,94,94,94,94
"8770",94,94,94,94,94,94,94,94,94,94,94,94
"8771",94,94,94,94,94,94,94,94,94,94,94,94
"8772",94,94,94,94,94,94,94,94,94,94,94,94
"8773",94,94,94,94,94,94,94,94,94,94,94,94
"8774",94,94,94,94,94,94,94,94,94,94,94,94
"8775",94,94,94,94,94,94,94,94,94,94,94,94
"8776",94,94,94,94,94,94,94,94,94,94,94,94
"8777",94,94,94,94,94,94,94,94,94,94,94,94
"8778",94,94,94,94,94,94,94,94,94,94,94,94
"8779",94,94,94,94,94,94,94,94,94,94,94,94
"8780",94,94,94,94,94,94,94,94,94,94,94,94
"8781",94,94,94,94,94,94,94,94,94,94,94,94
"8782",3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242,3242
"8783",3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311
"8784",1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
"8785",1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
"8786",1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
"8787",1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
"8788",1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145
"8789",1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145
"8790",1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145
"8791",1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145,1145
"8792",933,933,933,933,933,933,933,933,933,933,933,933
"8793",933,933,933,933,933,933,933,933,933,933,933,933
"8794",933,933,933,933,933,933,933,933,933,933,933,933
"8795",933,933,933,933,933,933,933,933,933,933,933,933
"8796",933,933,933,933,933,933,933,933,933,933,933,933
"8797",933,933,933,933,933,933,933,933,933,933,933,933
"8798",933,933,933,933,933,933,933,933,933,933,933,933
"8799",933,933,933,933,933,933,933,933,933,933,933,933
"8800",933,933,933,933,933,933,933,933,933,933,933,933
"8801",933,933,933,933,933,933,933,933,933,933,933,933
"8802",933,933,933,933,933,933,933,933,933,933,933,933
"8803",933,933,933,933,933,933,933,933,933,933,933,933
"8804",933,933,933,933,933,933,933,933,933,933,933,933
"8805",933,933,933,933,933,933,933,933,933,933,933,933
"8806",933,933,933,933,933,933,933,933,933,933,933,933
"8807",933,933,933,933,933,933,933,933,933,933,933,933
"8808",933,933,933,933,933,933,933,933,933,933,933,933
"8809",933,933,933,933,933,933,933,933,933,933,933,933
"8810",933,933,933,933,933,933,933,933,933,933,933,933
"8811",933,933,933,933,933,933,933,933,933,933,933,933
"8812",933,933,933,933,933,933,933,933,933,933,933,933
"8813",933,933,933,933,933,933,933,933,933,933,933,933
"8814",933,933,933,933,933,933,933,933,933,933,933,933
"8815",933,933,933,933,933,933,933,933,933,933,933,933
"8816",933,933,933,933,933,933,933,933,933,933,933,933
"8817",933,933,933,933,933,933,933,933,933,933,933,933
"8818",933,933,933,933,933,933,933,933,933,933,933,933
"8819",933,933,933,933,933,933,933,933,933,933,933,933
"8820",933,933,933,933,933,933,933,933,933,933,933,933
"8821",933,933,933,933,933,933,933,933,933,933,933,933
"8822",933,933,933,933,933,933,933,933,933,933,933,933
"8823",933,933,933,933,933,933,933,933,933,933,933,933
"8824",933,933,933,933,933,933,933,933,933,933,933,933
"8825",933,933,933,933,933,933,933,933,933,933,933,933
"8826",933,933,933,933,933,933,933,933,933,933,933,933
"8827",933,933,933,933,933,933,933,933,933,933,933,933
"8828",933,933,933,933,933,933,933,933,933,933,933,933
"8829",933,933,933,933,933,933,933,933,933,933,933,933
"8830",933,933,933,933,933,933,933,933,933,933,933,933
"8831",933,933,933,933,933,933,933,933,933,933,933,933
"8832",933,933,933,933,933,933,933,933,933,933,933,933
"8833",933,933,933,933,933,933,933,933,933,933,933,933
"8834",933,933,933,933,933,933,933,933,933,933,933,933
"8835",933,933,933,933,933,933,933,933,933,933,933,933
"8836",933,933,933,933,933,933,933,933,933,933,933,933
"8837",933,933,933,933,933,933,933,933,933,933,933,933
"8838",933,933,933,933,933,933,933,933,933,933,933,933
"8839",933,933,933,933,933,933,933,933,933,933,933,933
"8840",933,933,933,933,933,933,933,933,933,933,933,933
"8841",933,933,933,933,933,933,933,933,933,933,933,933
"8842",933,933,933,933,933,933,933,933,933,933,933,933
"8843",933,933,933,933,933,933,933,933,933,933,933,933
"8844",933,933,933,933,933,933,933,933,933,933,933,933
"8845",968,968,968,968,968,968,968,968,968,968,968,968
"8846",3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780,3780
"8847",4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436,4436
"8848",2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754
"8849",2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754
"8850",2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754,2754
"8851",3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663,3663
"8852",4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132
"8853",3404,3404,3404,3404,3404,3404,3404,3404,3404,3404,3404,3404
"8854",3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604
"8855",3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604,3604
"8856",4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133,4133
"8857",2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930
"8858",2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930,2930
"8859",3599,3599,3599,3599,3599,3599,3599,3599,3599,3599,3599,3599
"8860",2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848
"8861",2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848
"8862",1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925,1925
"8863",1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008,1008
"8864",627,627,627,627,627,627,627,627,627,627,627,627
"8865",627,627,627,627,627,627,627,627,627,627,627,627
"8866",627,627,627,627,627,627,627,627,627,627,627,627
"8867",627,627,627,627,627,627,627,627,627,627,627,627
"8868",627,627,627,627,627,627,627,627,627,627,627,627
"8869",627,627,627,627,627,627,627,627,627,627,627,627
"8870",627,627,627,627,627,627,627,627,627,627,627,627
"8871",627,627,627,627,627,627,627,627,627,627,627,627
"8872",627,627,627,627,627,627,627,627,627,627,627,627
"8873",627,627,627,627,627,627,627,627,627,627,627,627
"8874",627,627,627,627,627,627,627,627,627,627,627,627
"8875",627,627,627,627,627,627,627,627,627,627,627,627
"8876",810,810,810,810,810,810,810,810,810,810,810,810
"8877",810,810,810,810,810,810,810,810,810,810,810,810
"8878",810,810,810,810,810,810,810,810,810,810,810,810
"8879",810,810,810,810,810,810,810,810,810,810,810,810
"8880",810,810,810,810,810,810,810,810,810,810,810,810
"8881",810,810,810,810,810,810,810,810,810,810,810,810
"8882",810,810,810,810,810,810,810,810,810,810,810,810
"8883",810,810,810,810,810,810,810,810,810,810,810,810
"8884",753,753,753,753,753,753,753,753,753,753,753,753
"8885",726,726,726,726,726,726,726,726,726,726,726,726
"8886",844,844,844,844,844,844,844,844,844,844,844,844
"8887",3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179,3179
"8888",2654,2654,2654,2654,2654,2654,2654,2654,2654,2654,2654,2654
"8889",3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,3305,3305
"8890",1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795,1795
"8891",3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132,3132
"8892",3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994,3994
"8893",3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892,3892
"8894",2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858,2858
"8895",3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,3465,3465
"8896",1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273
"8897",3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380
"8898",1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397
"8899",1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397
"8900",2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926
"8901",2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926
"8902",381,381,381,381,381,381,381,381,381,381,381,381
"8903",3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210,3210
"8904",2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871,2871
"8905",3110,3110,3110,3110,3110,3110,3110,3110,3110,3110,3110,3110
"8906",458,458,458,458,458,458,458,458,458,458,458,458
"8907",4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265,4265
"8908",3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652,3652
"8909",983,983,983,983,983,983,983,983,983,983,983,983
"8910",515,515,515,515,515,515,515,515,515,515,515,515
"8911",617,617,617,617,617,617,617,617,617,617,617,617
"8912",246,246,246,246,246,246,246,246,246,246,246,246
"8913",2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133,2133
"8914",3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515,3515
"8915",3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873,3873
"8916",4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132
"8917",625,625,625,625,625,625,625,625,625,625,625,625
"8918",3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171,3171
"8919",3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038,3038
"8920",991,991,991,991,991,991,991,991,991,991,991,991
"8921",3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355,3355
"8922",2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909
"8923",1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629,1629
"8924",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"8925",3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706,3706
"8926",8,8,8,8,8,8,8,8,8,8,8,8
"8927",8,8,8,8,8,8,8,8,8,8,8,8
"8928",8,8,8,8,8,8,8,8,8,8,8,8
"8929",8,8,8,8,8,8,8,8,8,8,8,8
"8930",8,8,8,8,8,8,8,8,8,8,8,8
"8931",8,8,8,8,8,8,8,8,8,8,8,8
"8932",8,8,8,8,8,8,8,8,8,8,8,8
"8933",8,8,8,8,8,8,8,8,8,8,8,8
"8934",8,8,8,8,8,8,8,8,8,8,8,8
"8935",8,8,8,8,8,8,8,8,8,8,8,8
"8936",8,8,8,8,8,8,8,8,8,8,8,8
"8937",8,8,8,8,8,8,8,8,8,8,8,8
"8938",8,8,8,8,8,8,8,8,8,8,8,8
"8939",8,8,8,8,8,8,8,8,8,8,8,8
"8940",8,8,8,8,8,8,8,8,8,8,8,8
"8941",8,8,8,8,8,8,8,8,8,8,8,8
"8942",8,8,8,8,8,8,8,8,8,8,8,8
"8943",8,8,8,8,8,8,8,8,8,8,8,8
"8944",8,8,8,8,8,8,8,8,8,8,8,8
"8945",8,8,8,8,8,8,8,8,8,8,8,8
"8946",8,8,8,8,8,8,8,8,8,8,8,8
"8947",8,8,8,8,8,8,8,8,8,8,8,8
"8948",8,8,8,8,8,8,8,8,8,8,8,8
"8949",8,8,8,8,8,8,8,8,8,8,8,8
"8950",8,8,8,8,8,8,8,8,8,8,8,8
"8951",8,8,8,8,8,8,8,8,8,8,8,8
"8952",8,8,8,8,8,8,8,8,8,8,8,8
"8953",8,8,8,8,8,8,8,8,8,8,8,8
"8954",8,8,8,8,8,8,8,8,8,8,8,8
"8955",8,8,8,8,8,8,8,8,8,8,8,8
"8956",8,8,8,8,8,8,8,8,8,8,8,8
"8957",8,8,8,8,8,8,8,8,8,8,8,8
"8958",8,8,8,8,8,8,8,8,8,8,8,8
"8959",8,8,8,8,8,8,8,8,8,8,8,8
"8960",8,8,8,8,8,8,8,8,8,8,8,8
"8961",8,8,8,8,8,8,8,8,8,8,8,8
"8962",8,8,8,8,8,8,8,8,8,8,8,8
"8963",8,8,8,8,8,8,8,8,8,8,8,8
"8964",8,8,8,8,8,8,8,8,8,8,8,8
"8965",4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010,4010
"8966",3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374,3374
"8967",910,910,910,910,910,910,910,910,910,910,910,910
"8968",910,910,910,910,910,910,910,910,910,910,910,910
"8969",910,910,910,910,910,910,910,910,910,910,910,910
"8970",910,910,910,910,910,910,910,910,910,910,910,910
"8971",2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833,2833
"8972",3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385
"8973",2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559
"8974",2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559
"8975",1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364
"8976",451,451,451,451,451,451,451,451,451,451,451,451
"8977",762,762,762,762,762,762,762,762,762,762,762,762
"8978",762,762,762,762,762,762,762,762,762,762,762,762
"8979",762,762,762,762,762,762,762,762,762,762,762,762
"8980",1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833
"8981",3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073,3073
"8982",1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571,1571
"8983",3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183,3183
"8984",2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939,2939
"8985",35,35,35,35,35,35,35,35,35,35,35,35
"8986",2803,2803,2803,2803,2803,2803,2803,2803,2803,2803,2803,2803
"8987",1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275
"8988",2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677,2677
"8989",1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287
"8990",1778,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778,1778
"8991",3111,3111,3111,3111,3111,3111,3111,3111,3111,3111,3111,3111
"8992",2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809
"8993",2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809
"8994",2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809
"8995",2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809,2809
"8996",2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771,2771
"8997",2837,2837,2837,2837,2837,2837,2837,2837,2837,2837,2837,2837
"8998",3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205,3205
"8999",3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624,3624
"9000",2586,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586
"9001",3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648
"9002",3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648
"9003",3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648,3648
"9004",904,904,904,904,904,904,904,904,904,904,904,904
"9005",4349,4349,4349,4349,4349,4349,4349,4349,4349,4349,4349,4349
"9006",423,423,423,423,423,423,423,423,423,423,423,423
"9007",423,423,423,423,423,423,423,423,423,423,423,423
"9008",1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117
"9009",415,415,415,415,415,415,415,415,415,415,415,415
"9010",415,415,415,415,415,415,415,415,415,415,415,415
"9011",415,415,415,415,415,415,415,415,415,415,415,415
"9012",415,415,415,415,415,415,415,415,415,415,415,415
"9013",415,415,415,415,415,415,415,415,415,415,415,415
"9014",415,415,415,415,415,415,415,415,415,415,415,415
"9015",415,415,415,415,415,415,415,415,415,415,415,415
"9016",415,415,415,415,415,415,415,415,415,415,415,415
"9017",415,415,415,415,415,415,415,415,415,415,415,415
"9018",415,415,415,415,415,415,415,415,415,415,415,415
"9019",415,415,415,415,415,415,415,415,415,415,415,415
"9020",415,415,415,415,415,415,415,415,415,415,415,415
"9021",415,415,415,415,415,415,415,415,415,415,415,415
"9022",415,415,415,415,415,415,415,415,415,415,415,415
"9023",415,415,415,415,415,415,415,415,415,415,415,415
"9024",415,415,415,415,415,415,415,415,415,415,415,415
"9025",415,415,415,415,415,415,415,415,415,415,415,415
"9026",415,415,415,415,415,415,415,415,415,415,415,415
"9027",415,415,415,415,415,415,415,415,415,415,415,415
"9028",415,415,415,415,415,415,415,415,415,415,415,415
"9029",415,415,415,415,415,415,415,415,415,415,415,415
"9030",415,415,415,415,415,415,415,415,415,415,415,415
"9031",415,415,415,415,415,415,415,415,415,415,415,415
"9032",415,415,415,415,415,415,415,415,415,415,415,415
"9033",508,508,508,508,508,508,508,508,508,508,508,508
"9034",2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
"9035",2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
"9036",2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
"9037",2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870,2870
"9038",4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104,4104
"9039",2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559,2559
"9040",2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069,2069
"9041",2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918,2918
"9042",2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896,2896
"9043",777,777,777,777,777,777,777,777,777,777,777,777
"9044",777,777,777,777,777,777,777,777,777,777,777,777
"9045",777,777,777,777,777,777,777,777,777,777,777,777
"9046",777,777,777,777,777,777,777,777,777,777,777,777
"9047",3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311,3311
"9048",3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318,3318
"9049",1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095,1095
"9050",359,359,359,359,359,359,359,359,359,359,359,359
"9051",2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762
"9052",2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699
"9053",3601,3601,3601,3601,3601,3601,3601,3601,3601,3601,3601,3601
"9054",3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398,3398
"9055",3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518,3518
"9056",3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042,3042
"9057",780,780,780,780,780,780,780,780,780,780,780,780
"9058",3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903,3903
"9059",3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,3244,3244
"9060",779,779,779,779,779,779,779,779,779,779,779,779
"9061",702,702,702,702,702,702,702,702,702,702,702,702
"9062",916,916,916,916,916,916,916,916,916,916,916,916
"9063",3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890,3890
"9064",4206,4206,4206,4206,4206,4206,4206,4206,4206,4206,4206,4206
"9065",3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927,3927
"9066",983,983,983,983,983,983,983,983,983,983,983,983
"9067",3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006,3006
"9068",2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144,2144
"9069",3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358,3358
"9070",850,850,850,850,850,850,850,850,850,850,850,850
"9071",2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699,2699
"9072",3702,3702,3702,3702,3702,3702,3702,3702,3702,3702,3702,3702
"9073",4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132,4132
"9074",3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646,3646
"9075",3455,3455,3455,3455,3455,3455,3455,3455,3455,3455,3455,3455
"9076",5135,5135,5135,5135,5135,5135,5135,5135,5135,5135,5135,5135
"9077",3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,3291,3291
"9078",2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820,2820
"9079",2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926
"9080",2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926,2926
"9081",2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466,2466
"9082",2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762,2762
"9083",3478,3478,3478,3478,3478,3478,3478,3478,3478,3478,3478,3478
"9084",2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773,2773
"9085",910,910,910,910,910,910,910,910,910,910,910,910
"9086",910,910,910,910,910,910,910,910,910,910,910,910
"9087",593,593,593,593,593,593,593,593,593,593,593,593
"9088",18,18,18,18,18,18,18,18,18,18,18,18
"9089",18,18,18,18,18,18,18,18,18,18,18,18
"9090",18,18,18,18,18,18,18,18,18,18,18,18
"9091",18,18,18,18,18,18,18,18,18,18,18,18
"9092",18,18,18,18,18,18,18,18,18,18,18,18
"9093",18,18,18,18,18,18,18,18,18,18,18,18
